datetime,id,trial_type,correct,p_or_r,block,first_response,trial_number,sequence,is_practice,correct_pos,cumulative_rt,actual_triplet,triplet_type
2023-04-04T14:04:42Z,usnnjdm9,fullscreen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-04T14:04:48Z,usnnjdm9,html-keyboard-response,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023-04-04T14:04:50Z,usnnjdm9,serial-reaction-time,1,R,1,1,1,1234,0,2,416.3999999985099,2,X
2023-04-04T14:04:50Z,usnnjdm9,serial-reaction-time,1,P,1,1,2,1234,0,1,371.4000000022352,21,X
2023-04-04T14:04:51Z,usnnjdm9,serial-reaction-time,1,R,1,1,3,1234,0,3,347.5999999977648,213,H
2023-04-04T14:04:51Z,usnnjdm9,serial-reaction-time,1,P,1,1,4,1234,0,2,389.6000000014901,132,H
2023-04-04T14:04:52Z,usnnjdm9,serial-reaction-time,1,R,1,1,5,1234,0,3,307.30000000074506,323,T
2023-04-04T14:04:52Z,usnnjdm9,serial-reaction-time,1,P,1,1,6,1234,0,3,305.4000000022352,233,H
2023-04-04T14:04:52Z,usnnjdm9,serial-reaction-time,1,R,1,1,7,1234,0,1,283.4000000022352,331,L
2023-04-04T14:04:53Z,usnnjdm9,serial-reaction-time,1,P,1,1,8,1234,0,4,342.30000000074506,314,H
2023-04-04T14:04:54Z,usnnjdm9,serial-reaction-time,1,R,1,1,9,1234,0,3,384.0999999977648,143,L
2023-04-04T14:04:54Z,usnnjdm9,serial-reaction-time,1,P,1,1,10,1234,0,1,268.1000000014901,431,H
2023-04-04T14:04:54Z,usnnjdm9,serial-reaction-time,1,R,1,1,11,1234,0,1,372.80000000074506,311,L
2023-04-04T14:04:55Z,usnnjdm9,serial-reaction-time,NA,P,1,1,12,1234,0,2,303.1000000014901,112,H
2023-04-04T14:04:55Z,usnnjdm9,serial-reaction-time,1,P,1,0,12,1234,0,2,513.5,112,H
2023-04-04T14:04:56Z,usnnjdm9,serial-reaction-time,1,R,1,1,13,1234,0,3,308.6000000014901,123,L
2023-04-04T14:04:56Z,usnnjdm9,serial-reaction-time,1,P,1,1,14,1234,0,3,312.30000000074506,233,H
2023-04-04T14:04:56Z,usnnjdm9,serial-reaction-time,1,R,1,1,15,1234,0,3,317.5,333,R
2023-04-04T14:04:57Z,usnnjdm9,serial-reaction-time,1,P,1,1,16,1234,0,4,298.4000000022352,334,H
